user_id,age,gender,height_cm,weight_kg,bmi,activity_level,nutrition_goal,recommended_category,daily_calorie_goal
1079,41,female,170.0,82.0,28.37,moderately_active,maintenance,Low Calorie,1882
1080,33,male,173.6,49.7,16.49,very_active,weight_gain,High Protein,2677
1081,25,male,170.4,50.5,17.39,very_active,maintenance,High Protein,1955
1082,28,male,168.6,100.0,35.18,moderately_active,muscle_gain,Low Calorie,2565
1083,26,male,178.6,94.2,29.53,sedentary,weight_loss,Low Calorie,1572
1084,22,female,163.5,51.6,19.3,lightly_active,maintenance,Balanced Diet,1932
1085,65,female,155.7,47.6,19.63,moderately_active,weight_gain,High Protein,3027
1086,60,male,149.9,97.0,43.17,very_active,weight_loss,Low Calorie,1454
1087,50,male,149.6,50.8,22.7,sedentary,weight_gain,High Energy,2870
1088,61,male,158.8,69.3,27.48,very_active,weight_loss,Low Calorie,1478
1089,36,female,169.6,51.8,18.01,lightly_active,maintenance,High Energy,2012
1090,30,male,178.9,71.1,22.22,moderately_active,weight_gain,High Protein,2587
1091,38,female,166.5,67.8,24.46,lightly_active,weight_gain,High Energy,3042
1092,65,female,151.8,89.1,38.67,very_active,maintenance,Low Calorie,2034
1093,16,female,158.3,87.4,34.88,sedentary,weight_loss,Low Calorie,1573
1094,40,female,174.5,54.0,17.73,sedentary,maintenance,High Energy,2188
1095,57,male,182.1,53.3,16.07,sedentary,muscle_gain,High Protein,2629
1096,58,female,166.0,93.0,33.75,moderately_active,muscle_gain,Low Calorie,2208
1097,48,female,163.3,53.1,19.91,very_active,maintenance,High Protein,2129
1098,49,male,171.1,79.0,26.99,very_active,muscle_gain,High Protein,2614
1099,34,male,151.1,74.6,32.67,very_active,weight_gain,Low Calorie,3032
1100,28,female,147.8,75.3,34.47,moderately_active,weight_gain,Low Calorie,2523
1101,65,male,168.0,59.2,20.98,moderately_active,maintenance,High Protein,2058
1102,61,male,150.2,65.5,29.03,moderately_active,weight_loss,Low Calorie,1424
1103,43,male,159.0,85.5,33.82,very_active,muscle_gain,Low Calorie,2441
1104,37,male,159.1,81.7,32.28,lightly_active,maintenance,Low Calorie,2066
1105,21,male,160.1,77.0,30.04,moderately_active,maintenance,Low Calorie,1850
1106,60,male,163.8,67.7,25.23,sedentary,weight_loss,Low Calorie,1617
1107,45,male,155.9,49.3,20.28,very_active,maintenance,High Protein,1935
1108,55,female,157.7,69.2,27.83,very_active,maintenance,Low Calorie,1883
1109,47,male,152.7,84.1,36.07,lightly_active,weight_loss,Low Calorie,1755
1110,44,male,165.5,86.1,31.43,moderately_active,weight_loss,Low Calorie,1708
1111,22,female,148.6,76.4,34.6,sedentary,weight_gain,Low Calorie,2620
1112,34,female,174.7,61.7,20.22,very_active,weight_loss,Low Calorie,1473
1113,65,male,169.8,47.7,16.54,moderately_active,muscle_gain,High Protein,2420
1114,62,male,166.1,51.7,18.74,moderately_active,weight_loss,Low Calorie,1422
1115,45,female,162.2,76.1,28.93,moderately_active,maintenance,Low Calorie,2043
1116,63,male,153.1,80.0,34.13,very_active,maintenance,Low Calorie,1876
1117,20,female,169.0,81.5,28.54,very_active,maintenance,Low Calorie,1919
1118,36,female,161.2,97.7,37.6,very_active,muscle_gain,Low Calorie,2290
1119,60,male,148.9,79.7,35.95,moderately_active,weight_loss,Low Calorie,1729
1120,27,male,183.3,74.8,22.26,sedentary,weight_gain,High Energy,2987
1121,22,male,172.4,74.3,25.0,sedentary,muscle_gain,High Protein,2410
1122,60,male,179.0,76.9,24.0,sedentary,muscle_gain,High Protein,2611
1123,46,male,179.9,46.3,14.31,very_active,weight_gain,High Protein,2924
1124,48,male,159.7,59.1,23.17,sedentary,weight_loss,Low Calorie,1677
1125,33,male,153.3,59.1,25.15,sedentary,weight_gain,High Energy,2814
1126,58,female,150.1,78.8,34.98,moderately_active,weight_gain,Low Calorie,2527
1127,34,male,162.4,62.6,23.74,very_active,muscle_gain,High Protein,2464
1128,22,female,146.6,58.2,27.08,lightly_active,maintenance,Fiber Rich,2060
1129,22,female,153.1,62.5,26.66,very_active,weight_loss,Low Calorie,1647
1130,41,male,171.4,95.3,32.44,sedentary,muscle_gain,Low Calorie,2767
1131,30,male,176.2,80.8,26.03,lightly_active,muscle_gain,High Protein,2781
1132,43,female,147.5,80.0,36.77,lightly_active,weight_gain,Low Calorie,2882
1133,65,male,157.1,97.4,39.46,very_active,weight_loss,Low Calorie,1400
1134,54,female,153.7,98.5,41.7,sedentary,weight_loss,Low Calorie,1646
1135,53,female,152.5,82.4,35.43,moderately_active,weight_gain,Low Calorie,3099
1136,17,female,149.8,74.4,33.16,sedentary,muscle_gain,Low Calorie,2291
1137,59,female,148.7,52.7,23.83,moderately_active,maintenance,High Protein,1907
1138,58,female,173.4,79.9,26.57,very_active,muscle_gain,High Protein,2451
1139,36,female,151.3,97.7,42.68,moderately_active,weight_loss,Low Calorie,1754
1140,56,male,182.1,78.5,23.67,sedentary,weight_loss,Low Calorie,1744
1141,41,male,168.6,83.3,29.3,very_active,maintenance,Low Calorie,2075
1142,65,male,180.4,80.8,24.83,sedentary,maintenance,Balanced Diet,2144
1143,37,male,184.0,65.7,19.41,moderately_active,maintenance,High Protein,1890
1144,22,male,165.1,96.5,35.4,very_active,weight_loss,Low Calorie,1513
1145,63,male,158.4,95.7,38.14,moderately_active,weight_gain,Low Calorie,2592
1146,60,female,151.6,98.9,43.03,moderately_active,weight_loss,Low Calorie,1543
1147,60,female,166.2,56.5,20.45,lightly_active,maintenance,Balanced Diet,1856
1148,51,female,160.0,54.4,21.25,lightly_active,weight_gain,High Energy,2566
1149,62,male,150.4,59.3,26.22,lightly_active,muscle_gain,High Protein,2396
1150,59,male,173.1,78.8,26.3,very_active,weight_loss,Low Calorie,1618
1151,35,male,164.0,99.7,37.07,moderately_active,weight_loss,Low Calorie,1748
1152,46,female,155.8,86.7,35.72,lightly_active,weight_loss,Low Calorie,1542
1153,49,female,158.5,45.3,18.03,lightly_active,muscle_gain,High Protein,2283
1154,62,male,156.3,82.9,33.93,sedentary,weight_gain,Low Calorie,2701
1155,36,male,159.5,79.4,31.21,sedentary,weight_loss,Low Calorie,1645
1156,16,female,162.8,79.4,29.96,moderately_active,muscle_gain,Low Calorie,2453
1157,45,male,156.8,63.7,25.91,sedentary,muscle_gain,High Protein,2732
1158,19,male,176.7,79.1,25.33,sedentary,maintenance,Fiber Rich,2096
1159,20,male,184.1,95.4,28.15,very_active,muscle_gain,Low Calorie,2266
1160,18,male,182.0,69.3,20.92,moderately_active,maintenance,High Protein,1833
1161,58,male,150.1,47.9,21.26,very_active,maintenance,High Protein,1849
1162,29,female,170.9,88.3,30.23,sedentary,maintenance,Low Calorie,1996
1163,65,female,157.8,79.1,31.77,sedentary,muscle_gain,Low Calorie,2226
1164,48,female,154.8,55.6,23.2,sedentary,weight_loss,Low Calorie,1704
1165,52,male,177.2,55.6,17.71,lightly_active,muscle_gain,High Protein,2563
1166,45,female,166.7,69.5,25.01,lightly_active,weight_gain,High Energy,2545
1167,23,male,159.5,69.0,27.12,moderately_active,muscle_gain,High Protein,2797
1168,24,male,165.4,78.2,28.58,moderately_active,muscle_gain,Low Calorie,2208
1169,18,male,156.8,90.1,36.65,sedentary,maintenance,Low Calorie,1976
1170,27,male,171.7,56.1,19.03,sedentary,muscle_gain,High Protein,2393
1171,59,female,165.8,70.7,25.72,moderately_active,muscle_gain,High Protein,2506
1172,36,female,149.9,70.0,31.15,sedentary,maintenance,Low Calorie,1912
1173,55,male,156.3,57.7,23.62,lightly_active,weight_gain,High Energy,2992
1174,62,female,156.3,67.0,27.43,sedentary,muscle_gain,High Protein,2210
1175,37,male,149.1,51.3,23.08,moderately_active,maintenance,High Protein,1899
1176,17,female,174.3,56.0,18.43,moderately_active,weight_gain,High Protein,2724
1177,61,female,150.2,91.6,40.6,lightly_active,weight_gain,Low Calorie,2700
1178,26,male,179.2,95.1,29.61,sedentary,weight_gain,Low Calorie,2888
1179,36,male,182.6,61.8,18.53,lightly_active,muscle_gain,High Protein,2581
1180,48,male,184.2,99.9,29.44,very_active,weight_loss,Low Calorie,1460
1181,23,male,177.4,55.5,17.64,very_active,muscle_gain,High Protein,2525
1182,55,female,152.3,47.5,20.48,lightly_active,muscle_gain,High Protein,2352
1183,30,female,146.6,88.8,41.32,lightly_active,maintenance,Low Calorie,1907
1184,65,male,165.4,81.5,29.79,sedentary,weight_gain,Low Calorie,3020
1185,63,female,171.5,86.3,29.34,moderately_active,maintenance,Low Calorie,2065
1186,26,female,154.7,65.6,27.41,very_active,maintenance,Fiber Rich,2042
1187,52,female,157.0,95.7,38.83,sedentary,weight_gain,Low Calorie,2724
1188,43,male,179.9,66.8,20.64,moderately_active,maintenance,High Protein,1993
1189,38,male,157.4,49.7,20.06,sedentary,muscle_gain,High Protein,2655
1190,29,female,162.5,70.6,26.74,moderately_active,maintenance,Fiber Rich,2030
1191,42,female,157.3,89.2,36.05,moderately_active,muscle_gain,Low Calorie,2591
1192,26,male,164.3,59.6,22.08,sedentary,muscle_gain,High Protein,2284
1193,47,female,160.4,80.4,31.25,moderately_active,weight_gain,Low Calorie,2600
1194,19,male,161.3,75.0,28.83,moderately_active,weight_gain,Low Calorie,3191
1195,31,female,154.1,89.9,37.86,moderately_active,weight_gain,Low Calorie,3118
1196,63,male,174.5,74.9,24.6,moderately_active,weight_loss,Low Calorie,1794
1197,33,female,169.7,88.1,30.59,very_active,maintenance,Low Calorie,2096
1198,45,male,172.2,99.4,33.52,lightly_active,maintenance,Low Calorie,1916
1199,61,male,175.7,71.1,23.03,very_active,maintenance,High Protein,1974
1200,35,male,179.3,68.6,21.34,very_active,weight_gain,High Protein,2949
1201,50,female,145.9,52.6,24.71,lightly_active,muscle_gain,High Protein,2209
1202,57,female,170.0,63.7,22.04,very_active,maintenance,High Protein,2151
1203,63,female,168.4,74.6,26.31,moderately_active,weight_loss,Low Calorie,1690
1204,23,male,153.7,97.4,41.23,moderately_active,maintenance,Low Calorie,1995
1205,40,male,150.4,66.3,29.31,very_active,weight_loss,Low Calorie,1568
1206,55,female,171.8,50.1,16.97,sedentary,weight_gain,High Energy,2532
1207,16,female,150.6,48.8,21.52,very_active,muscle_gain,High Protein,2410
1208,33,male,172.4,48.8,16.42,sedentary,muscle_gain,High Protein,2730
1209,25,male,160.1,95.0,37.06,very_active,weight_gain,Low Calorie,2613
1210,49,male,163.5,85.9,32.13,very_active,weight_gain,Low Calorie,2633
1211,34,male,164.0,84.0,31.23,very_active,weight_gain,Low Calorie,3118
1212,52,female,151.1,84.4,36.97,very_active,muscle_gain,Low Calorie,2406
1213,24,male,164.5,90.4,33.41,lightly_active,muscle_gain,Low Calorie,2782
1214,44,female,158.9,47.1,18.65,sedentary,muscle_gain,High Protein,2667
1215,59,female,170.3,88.6,30.55,very_active,weight_gain,Low Calorie,2925
1216,26,male,181.3,85.3,25.95,very_active,maintenance,Fiber Rich,2137
1217,59,male,169.0,66.6,23.32,sedentary,weight_gain,High Energy,2661
1218,55,female,161.1,81.7,31.48,sedentary,weight_gain,Low Calorie,3005
1219,63,female,161.6,99.7,38.18,sedentary,weight_loss,Low Calorie,1658
1220,41,female,158.5,58.9,23.45,sedentary,maintenance,Balanced Diet,1813
1221,55,male,173.7,86.2,28.57,very_active,muscle_gain,Low Calorie,2608
1222,40,male,149.4,58.8,26.34,lightly_active,muscle_gain,High Protein,2675
1223,44,female,147.0,75.2,34.8,lightly_active,maintenance,Low Calorie,1871
1224,32,female,170.2,54.4,18.78,sedentary,weight_loss,Low Calorie,1490
1225,22,female,161.0,66.5,25.65,sedentary,weight_loss,Low Calorie,1746
1226,24,female,158.2,54.8,21.9,sedentary,weight_gain,High Energy,2952
1227,55,male,178.0,80.3,25.34,sedentary,maintenance,Fiber Rich,2153
1228,43,female,146.6,45.3,21.08,very_active,weight_gain,High Protein,2755
1229,30,female,151.0,45.9,20.13,sedentary,weight_loss,Low Calorie,1572
1230,58,male,172.8,57.1,19.12,sedentary,weight_gain,High Energy,2671
1231,41,male,167.0,89.9,32.23,moderately_active,weight_gain,Low Calorie,3139
1232,49,male,162.6,68.5,25.91,lightly_active,weight_gain,High Energy,2608
1233,35,female,150.2,67.1,29.74,moderately_active,weight_loss,Low Calorie,1599
1234,44,male,156.1,81.2,33.32,moderately_active,muscle_gain,Low Calorie,2244
1235,28,male,163.2,87.2,32.74,very_active,weight_loss,Low Calorie,1764
1236,31,male,183.5,78.0,23.16,very_active,weight_gain,High Protein,2840
1237,55,male,176.2,82.8,26.67,very_active,weight_loss,Low Calorie,1571
1238,53,male,181.7,69.7,21.11,lightly_active,weight_loss,Low Calorie,1519
1239,54,male,176.1,51.8,16.7,lightly_active,maintenance,High Energy,2187
1240,54,male,150.9,52.6,23.1,very_active,muscle_gain,High Protein,2406
1241,39,male,155.6,47.1,19.45,very_active,muscle_gain,High Protein,2337
1242,35,female,164.3,86.8,32.15,very_active,muscle_gain,Low Calorie,2224
1243,61,male,160.3,58.3,22.69,sedentary,weight_gain,High Energy,2727
1244,48,female,154.6,69.3,28.99,sedentary,weight_loss,Low Calorie,1651
1245,27,male,149.9,99.6,44.33,lightly_active,weight_gain,Low Calorie,2593
1246,52,male,168.3,88.7,31.32,lightly_active,weight_gain,Low Calorie,3019
1247,42,male,174.8,62.1,20.32,lightly_active,weight_gain,High Energy,2934
1248,53,male,157.2,60.7,24.56,very_active,weight_gain,High Protein,2778
1249,20,female,173.5,64.8,21.53,very_active,weight_gain,High Protein,2982
1250,42,female,160.2,85.4,33.28,lightly_active,maintenance,Low Calorie,1810
1251,42,female,170.6,86.7,29.79,moderately_active,weight_gain,Low Calorie,3066
1252,31,male,162.1,61.8,23.52,moderately_active,maintenance,High Protein,2087
1253,19,female,155.0,84.3,35.09,lightly_active,weight_gain,Low Calorie,2694
1254,15,male,179.9,85.2,26.33,moderately_active,maintenance,Fiber Rich,2007
1255,40,female,174.1,65.5,21.61,very_active,muscle_gain,High Protein,2272
1256,17,female,174.8,51.8,16.95,lightly_active,weight_gain,High Energy,2946
1257,64,female,172.4,84.7,28.5,very_active,muscle_gain,Low Calorie,2259
1258,42,female,167.1,58.3,20.88,sedentary,muscle_gain,High Protein,2228
1259,31,male,170.4,96.9,33.37,lightly_active,muscle_gain,Low Calorie,2453
1260,15,male,152.3,50.1,21.6,very_active,maintenance,High Protein,2161
1261,48,male,181.7,93.2,28.23,lightly_active,maintenance,Low Calorie,1929
1262,47,female,174.0,81.2,26.82,very_active,muscle_gain,High Protein,2621
1263,21,male,171.5,87.7,29.82,moderately_active,weight_gain,Low Calorie,2775
1264,62,male,162.7,61.9,23.38,lightly_active,maintenance,Balanced Diet,1800
1265,19,male,176.6,68.0,21.8,very_active,muscle_gain,High Protein,2641
1266,26,male,161.9,83.7,31.93,lightly_active,maintenance,Low Calorie,1893
1267,43,male,169.0,56.7,19.85,lightly_active,weight_loss,Low Calorie,1783
1268,63,male,155.1,99.1,41.2,very_active,maintenance,Low Calorie,2120
1269,55,male,154.1,61.1,25.73,very_active,weight_loss,Low Calorie,1541
1270,36,male,149.1,57.9,26.04,very_active,weight_loss,Low Calorie,1404
1271,32,male,175.8,45.4,14.69,sedentary,weight_loss,Low Calorie,1508
1272,39,male,170.3,99.3,34.24,moderately_active,maintenance,Low Calorie,2042
1273,53,female,157.9,65.4,26.23,moderately_active,muscle_gain,High Protein,2445
1274,57,female,157.0,78.6,31.89,moderately_active,muscle_gain,Low Calorie,2302
1275,44,male,180.2,67.1,20.66,lightly_active,weight_loss,Low Calorie,1708
1276,48,male,158.3,83.5,33.32,lightly_active,muscle_gain,Low Calorie,2662
1277,47,female,157.4,55.3,22.32,moderately_active,weight_loss,Low Calorie,1724
1278,17,female,174.1,85.5,28.21,very_active,weight_gain,Low Calorie,3121
1279,40,female,167.2,88.7,31.73,moderately_active,maintenance,Low Calorie,2043
1280,61,male,162.2,78.4,29.8,lightly_active,weight_loss,Low Calorie,1465
1281,65,female,147.6,90.8,41.68,very_active,weight_gain,Low Calorie,2956
1282,45,male,172.5,58.2,19.56,lightly_active,weight_gain,High Energy,3175
1283,21,male,164.1,84.4,31.34,lightly_active,muscle_gain,Low Calorie,2592
1284,29,female,166.6,81.6,29.4,sedentary,weight_gain,Low Calorie,3047
1285,20,female,168.9,63.3,22.19,lightly_active,weight_loss,Low Calorie,1729
1286,39,female,172.3,85.9,28.93,very_active,maintenance,Low Calorie,1919
1287,31,male,152.3,49.8,21.47,sedentary,muscle_gain,High Protein,2392
1288,51,male,161.6,91.9,35.19,very_active,weight_loss,Low Calorie,1559
1289,52,male,167.8,91.6,32.53,very_active,muscle_gain,Low Calorie,2573
1290,48,male,172.6,77.5,26.01,sedentary,maintenance,Fiber Rich,1804
1291,35,female,149.3,96.9,43.47,lightly_active,maintenance,Low Calorie,2148
1292,24,female,163.0,53.0,19.95,sedentary,muscle_gain,High Protein,2516
1293,32,male,184.9,83.9,24.54,very_active,weight_gain,High Protein,3006
1294,60,female,174.0,48.2,15.92,moderately_active,weight_gain,High Protein,2715
1295,59,male,175.2,95.8,31.21,lightly_active,maintenance,Low Calorie,2172
1296,34,female,174.5,81.3,26.7,lightly_active,weight_loss,Low Calorie,1680
1297,36,female,157.7,71.0,28.55,moderately_active,maintenance,Low Calorie,2000
1298,48,male,174.9,60.5,19.78,lightly_active,maintenance,Balanced Diet,1849
1299,35,male,175.8,76.9,24.88,sedentary,muscle_gain,High Protein,2668
1300,51,male,153.1,83.3,35.54,moderately_active,weight_gain,Low Calorie,2714
1301,62,male,155.2,80.8,33.55,moderately_active,weight_loss,Low Calorie,1747
1302,39,male,183.2,68.5,20.41,lightly_active,weight_loss,Low Calorie,1449
1303,45,female,150.4,47.9,21.18,moderately_active,maintenance,High Protein,1876
1304,30,female,146.0,58.2,27.3,very_active,muscle_gain,High Protein,2376
1305,64,female,165.8,88.7,32.27,sedentary,maintenance,Low Calorie,2132
1306,32,female,164.0,69.5,25.84,sedentary,weight_loss,Low Calorie,1459
1307,22,male,166.1,81.8,29.65,lightly_active,weight_loss,Low Calorie,1700
1308,32,female,165.8,50.2,18.26,lightly_active,maintenance,High Energy,2047
1309,34,female,162.1,50.5,19.22,sedentary,weight_gain,High Energy,2915
1310,40,male,168.6,74.5,26.21,very_active,weight_loss,Low Calorie,1665
1311,63,male,175.9,98.1,31.71,sedentary,weight_gain,Low Calorie,3113
1312,15,male,168.5,89.0,31.35,sedentary,weight_loss,Low Calorie,1465
1313,56,male,154.0,75.9,32.0,sedentary,weight_loss,Low Calorie,1463
1314,38,female,174.0,54.4,17.97,sedentary,weight_gain,High Energy,2807
1315,48,male,181.5,61.1,18.55,very_active,weight_gain,High Protein,3090
1316,59,female,154.4,95.1,39.89,moderately_active,weight_gain,Low Calorie,2601
1317,30,male,149.4,52.8,23.66,lightly_active,weight_gain,High Energy,3116
1318,52,male,161.3,52.1,20.02,very_active,weight_loss,Low Calorie,1681
1319,31,female,156.5,94.7,38.67,very_active,maintenance,Low Calorie,1842
1320,58,female,157.8,83.2,33.41,lightly_active,weight_loss,Low Calorie,1722
1321,55,female,165.9,55.6,20.2,moderately_active,weight_gain,High Protein,2929
1322,35,male,184.7,68.8,20.17,sedentary,weight_gain,High Energy,2579
1323,22,female,160.9,82.6,31.91,very_active,weight_loss,Low Calorie,1568
1324,38,male,181.6,87.8,26.62,lightly_active,weight_gain,High Energy,2780
1325,21,male,162.0,98.3,37.46,very_active,weight_loss,Low Calorie,1800
1326,26,male,167.5,93.2,33.22,very_active,weight_loss,Low Calorie,1670
1327,59,female,162.2,60.5,23.0,moderately_active,weight_loss,Low Calorie,1424
1328,35,male,183.0,66.4,19.83,moderately_active,maintenance,High Protein,2044
1329,31,male,148.4,73.2,33.24,lightly_active,weight_gain,Low Calorie,2646
1330,51,female,167.1,47.9,17.15,moderately_active,weight_gain,High Protein,3194
1331,60,female,158.7,69.1,27.44,moderately_active,maintenance,Fiber Rich,2057
1332,32,female,173.6,73.6,24.42,lightly_active,muscle_gain,High Protein,2289
1333,41,female,168.1,91.5,32.38,sedentary,weight_loss,Low Calorie,1773
1334,20,male,154.1,48.2,20.3,moderately_active,maintenance,High Protein,1805
1335,58,female,160.3,85.2,33.16,very_active,maintenance,Low Calorie,2063
1336,40,male,148.5,55.5,25.17,sedentary,maintenance,Fiber Rich,2159
1337,30,female,174.8,81.4,26.64,sedentary,maintenance,Fiber Rich,1886
1338,26,male,150.8,91.2,40.1,moderately_active,weight_loss,Low Calorie,1616
1339,39,female,150.1,98.3,43.63,moderately_active,weight_gain,Low Calorie,3052
1340,33,male,159.1,61.1,24.14,lightly_active,weight_loss,Low Calorie,1777
1341,28,female,172.7,96.1,32.22,sedentary,maintenance,Low Calorie,2116
1342,18,female,155.7,78.9,32.55,moderately_active,muscle_gain,Low Calorie,2562
1343,15,male,160.9,84.7,32.72,very_active,muscle_gain,Low Calorie,2209
1344,42,male,166.2,49.7,17.99,lightly_active,maintenance,High Energy,1863
1345,15,female,149.7,81.1,36.19,lightly_active,maintenance,Low Calorie,2002
1346,34,female,155.9,94.1,38.72,moderately_active,weight_loss,Low Calorie,1624
1347,25,female,149.2,86.1,38.68,sedentary,muscle_gain,Low Calorie,2403
1348,27,male,158.5,52.4,20.86,very_active,muscle_gain,High Protein,2232
1349,57,male,155.4,71.4,29.57,moderately_active,weight_loss,Low Calorie,1615
1350,50,female,159.9,82.5,32.27,lightly_active,muscle_gain,Low Calorie,2609
1351,23,female,148.3,50.9,23.14,sedentary,weight_gain,High Energy,2659
1352,47,female,145.4,82.6,39.07,sedentary,muscle_gain,Low Calorie,2639
1353,42,male,165.8,60.5,22.01,sedentary,maintenance,Balanced Diet,1926
1354,61,male,166.9,58.7,21.07,sedentary,muscle_gain,High Protein,2453
1355,27,female,159.2,88.0,34.72,sedentary,weight_gain,Low Calorie,2693
1356,29,male,152.5,67.1,28.85,moderately_active,weight_gain,Low Calorie,2649
1357,16,female,163.5,50.0,18.7,sedentary,maintenance,Balanced Diet,2008
1358,59,female,164.0,57.7,21.45,moderately_active,maintenance,High Protein,2045
1359,47,male,163.8,47.8,17.82,sedentary,muscle_gain,High Protein,2572
1360,37,female,166.3,58.6,21.19,sedentary,weight_gain,High Energy,2541
1361,18,male,172.4,62.7,21.1,moderately_active,maintenance,High Protein,1943
1362,42,male,154.8,97.2,40.56,moderately_active,muscle_gain,Low Calorie,2511
1363,21,male,172.8,82.6,27.66,lightly_active,muscle_gain,Low Calorie,2569
1364,62,female,168.4,74.1,26.13,moderately_active,weight_gain,High Energy,3165
1365,28,female,162.5,49.8,18.86,sedentary,weight_gain,High Energy,3144
1366,17,male,169.7,95.2,33.06,lightly_active,weight_gain,Low Calorie,2956
1367,19,male,182.8,79.0,23.64,moderately_active,maintenance,High Protein,2189
1368,49,male,174.7,47.4,15.53,lightly_active,maintenance,High Energy,2081
1369,63,female,170.6,94.9,32.61,moderately_active,muscle_gain,Low Calorie,2659
1370,42,male,150.5,68.0,30.02,sedentary,weight_gain,Low Calorie,3113
1371,59,female,174.0,60.9,20.11,sedentary,weight_gain,High Energy,2907
1372,58,female,161.0,73.2,28.24,sedentary,weight_gain,Low Calorie,2948
1373,50,female,168.4,67.0,23.63,moderately_active,weight_gain,High Protein,2688
1374,25,male,169.2,77.6,27.11,sedentary,maintenance,Fiber Rich,2057
1375,34,female,170.6,61.3,21.06,moderately_active,weight_loss,Low Calorie,1487
1376,17,male,167.7,61.1,21.73,lightly_active,muscle_gain,High Protein,2336
1377,65,female,146.5,98.9,46.08,lightly_active,weight_loss,Low Calorie,1400
1378,55,female,163.2,65.3,24.52,sedentary,muscle_gain,High Protein,2336
1379,54,female,153.8,99.2,41.94,sedentary,muscle_gain,Low Calorie,2424
1380,26,female,152.7,45.9,19.68,sedentary,maintenance,Balanced Diet,2134
1381,55,female,164.0,75.3,28.0,very_active,weight_gain,Low Calorie,2832
1382,28,female,162.4,89.4,33.9,very_active,weight_gain,Low Calorie,2956
1383,61,male,174.9,65.3,21.35,very_active,weight_loss,Low Calorie,1653
1384,44,male,154.8,92.4,38.56,lightly_active,maintenance,Low Calorie,2173
1385,56,male,158.4,62.1,24.75,lightly_active,maintenance,Balanced Diet,2151
1386,19,male,153.3,68.5,29.15,very_active,maintenance,Low Calorie,1851
1387,61,male,175.8,45.6,14.75,sedentary,maintenance,High Energy,1996
1388,22,male,178.6,87.0,27.27,sedentary,weight_gain,High Energy,2754
1389,32,male,153.3,79.5,33.83,sedentary,weight_loss,Low Calorie,1454
1390,60,female,147.5,52.7,24.22,very_active,weight_gain,High Protein,2814
1391,45,female,149.6,48.1,21.49,moderately_active,weight_loss,Low Calorie,1410
1392,21,male,168.2,50.6,17.89,very_active,weight_gain,High Protein,2501
1393,16,male,156.4,66.2,27.06,moderately_active,muscle_gain,High Protein,2431
1394,58,female,171.5,90.3,30.7,sedentary,maintenance,Low Calorie,1886
1395,29,male,151.8,97.6,42.36,moderately_active,weight_loss,Low Calorie,1715
1396,22,female,155.8,95.9,39.51,sedentary,weight_loss,Low Calorie,1709
1397,26,male,163.9,63.4,23.6,lightly_active,maintenance,Balanced Diet,1876
1398,54,female,169.5,64.2,22.35,sedentary,muscle_gain,High Protein,2711
1399,31,female,169.3,84.1,29.34,sedentary,weight_loss,Low Calorie,1476
1400,35,male,153.5,69.6,29.54,very_active,weight_loss,Low Calorie,1457
1401,61,female,153.4,50.0,21.25,lightly_active,weight_gain,High Energy,2894
1402,35,female,159.8,71.5,28.0,very_active,muscle_gain,Low Calorie,2341
1403,39,male,163.5,72.3,27.05,very_active,weight_gain,High Energy,2893
1404,52,male,174.5,74.0,24.3,lightly_active,weight_loss,Low Calorie,1520
1405,15,female,151.1,91.8,40.21,moderately_active,maintenance,Low Calorie,1868
1406,18,male,181.7,64.8,19.63,lightly_active,muscle_gain,High Protein,2671
1407,50,male,184.0,95.2,28.12,lightly_active,weight_gain,Low Calorie,2729
1408,62,male,153.1,97.9,41.77,lightly_active,maintenance,Low Calorie,2175
1409,59,male,183.7,65.4,19.38,sedentary,weight_loss,Low Calorie,1644
1410,16,male,153.4,52.8,22.44,lightly_active,weight_loss,Low Calorie,1406
1411,24,female,168.0,70.8,25.09,lightly_active,muscle_gain,High Protein,2681
1412,61,female,155.1,88.0,36.58,sedentary,muscle_gain,Low Calorie,2313
1413,18,male,180.6,46.8,14.35,lightly_active,weight_gain,High Energy,2511
1414,42,female,165.4,93.2,34.07,moderately_active,muscle_gain,Low Calorie,2432
1415,25,female,153.2,50.1,21.35,very_active,weight_gain,High Protein,2716
1416,54,female,146.7,66.6,30.95,sedentary,maintenance,Low Calorie,2044
1417,56,female,164.3,90.5,33.53,lightly_active,weight_loss,Low Calorie,1590
1418,27,female,153.1,50.7,21.63,moderately_active,muscle_gain,High Protein,2228
1419,33,male,154.0,50.9,21.46,lightly_active,weight_loss,Low Calorie,1787
1420,27,female,161.6,80.1,30.67,sedentary,weight_gain,Low Calorie,2775
1421,51,male,168.9,76.0,26.64,very_active,weight_loss,Low Calorie,1424
1422,20,female,173.3,45.5,15.15,moderately_active,muscle_gain,High Protein,2607
1423,35,male,175.8,84.9,27.47,lightly_active,weight_loss,Low Calorie,1569
1424,62,female,160.1,72.6,28.32,lightly_active,weight_loss,Low Calorie,1700
1425,45,female,162.6,91.9,34.76,moderately_active,weight_gain,Low Calorie,2655
1426,20,female,171.6,50.1,17.01,lightly_active,weight_gain,High Energy,3197
1427,64,male,174.6,99.6,32.67,moderately_active,maintenance,Low Calorie,1867
1428,33,female,155.8,92.1,37.94,very_active,weight_loss,Low Calorie,1764
1429,30,female,151.3,78.6,34.34,sedentary,weight_gain,Low Calorie,3080
1430,21,female,169.1,52.8,18.46,moderately_active,weight_loss,Low Calorie,1655
